from_molecule,relationship,to_molecule,rule,reaction_id,generation_formed
C(C(CO)(C1(CC(CO1)O)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)(CO)O)=O,'Hemiacetal Formation for 5 membered rings,15818,3
C(C(CO)(C1C(CC(O)O1)O)O)=O,FORMS,C(C(CO)(C(C(CC=O)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15819,3
C1(CC(OC1(CO)C(CO)O)O)=O,FORMS,C(CC(C(CO)(C(CO)O)O)=O)=O,'Hemiacetal Formation for 5 membered rings,15820,3
C(C)(C1(CO)C(C(C(O1)O)O)O)=O,FORMS,C(C(C(C(C(C)=O)(CO)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15821,3
C(C1(CO)C(CC(CO)(O1)O)O)=O,FORMS,C(C(CO)(C(CC(CO)=O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15822,3
C(C1(CO)C(C(C(C)(O1)O)O)O)=O,FORMS,C(C(CO)(C(C(C(C)=O)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15823,3
C(C(C1CC(C(O)(O)O1)O)O)O,FORMS,C(C(CC(C(CO)O)O)O)(O)=O,'Hemiacetal Formation for 5 membered rings,15824,3
C(C1C2C(CC(O)(O1)O2)O)O,FORMS,C1(CC(C(C(CO)O1)O)O)=O,'Hemiacetal Formation for 5 membered rings,15825,3
C1C(C2C(CC(O)(O2)O1)O)O,FORMS,C1(CC(C(C(CO1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15826,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO)O1)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15827,3
C(C(C1C(CC(O)(O)O1)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Hemiacetal Formation for 5 membered rings,15828,3
C1C(C(C(O)(O)O1)O)O,FORMS,C(C(C(CO)O)O)(O)=O,'Hemiacetal Formation for 5 membered rings,15829,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO1)O)O)O)O)=O,'Hemiacetal Formation for 5 membered rings,15830,3
C1(C(O)OC(CO)C(C1CO)O)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15831,3
C1(C(C(CO)OC(C1CO)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)=O)CO)=O,'Hemiacetal Formation for 6 membered rings,15832,3
C1(C(C(O)OC(CO)C1CO)O)=O,FORMS,C(C(C(C(CO)C(CO)O)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15833,3
C1(C(CO)OC(C(C1CO)O)O)=O,FORMS,C(C(CO)C(C=O)O)(C(CO)O)=O,'Hemiacetal Formation for 6 membered rings,15834,3
C1(CC(C=O)(O)OCC1)=O,FORMS,C(CCO)(CC(C=O)=O)=O,'Hemiacetal Formation for 6 membered rings,15835,3
C(C1(CCC(CO1)=O)O)=O,FORMS,C(CO)(CCC(C=O)=O)=O,'Hemiacetal Formation for 6 membered rings,15836,3
C(C1C(CCC(O1)O)=O)=O,FORMS,C(C(C(CCC=O)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15837,3
C1(CC(C=O)OC(C1)O)=O,FORMS,C(CC(CC(C=O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15838,3
C1(C(CO)(O)OCC(C1)O)=O,FORMS,C(C(CO)=O)(CC(CO)O)=O,'Hemiacetal Formation for 6 membered rings,15839,3
C1(C(COC(CO)(C1)O)O)=O,FORMS,C(C(CO)O)(CC(CO)=O)=O,'Hemiacetal Formation for 6 membered rings,15840,3
C1(C(C(CO)(O)OCC1)O)=O,FORMS,C(CCO)(C(C(CO)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15841,3
C1(COC(CO)(C(C1)O)O)=O,FORMS,C(CO)(C(CC(CO)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15842,3
C1(C(O)OC(CO)C(C1O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15843,3
C1(C(O)(O)OC(CO)C(C1)O)=O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Hemiacetal Formation for 6 membered rings,15844,3
C1(C(C(CO)OC(C1)(O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)=O)(O)=O,'Hemiacetal Formation for 6 membered rings,15845,3
C1(C(C(O)(O)OC(CO)C1)O)=O,FORMS,C(C(C(CC(CO)O)=O)O)(O)=O,'Hemiacetal Formation for 6 membered rings,15846,3
C1(C(CO)OC(C(C1)O)(O)O)=O,FORMS,C(CC(C(O)=O)O)(C(CO)O)=O,'Hemiacetal Formation for 6 membered rings,15847,3
C1(COC(C(C1)O)O)=O,FORMS,C(C(CC(CO)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15848,3
C1(C(CO)OC(CC1O)O)=O,FORMS,C(CC(C(C(CO)O)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15849,3
C1(C(O)OC(CO)CC1O)=O,FORMS,C(C(C(CC(CO)O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15850,3
C1C2C(C(CC(O)O2)(O)O1)O,FORMS,C(CC1(C(C(CO1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15851,3
C1C2CC(C(C(O)O2)O)(O)O1,FORMS,C(C(C1(CC(CO1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15852,3
C1C(C2CC(C(O)O2)(O)O1)O,FORMS,C1(C(O)OC(C(CO)O)C1)=O,'Hemiacetal Formation for 6 membered rings,15853,3
C1(C2C(C(CC(O)O2)O1)O)O,FORMS,C(CC1C(C(C(O)O1)O)O)=O,'Hemiacetal Formation for 6 membered rings,15854,3
C1(COC(CO)(CC1O)O)=O,FORMS,C(CO)(C(CC(CO)=O)O)=O,'Hemiacetal Formation for 6 membered rings,15855,3
C1(COC(C)(C(C1O)O)O)=O,FORMS,C(C)(C(C(C(CO)=O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15856,3
C1C2(C(C(C(CO2)O)O1)O)O,FORMS,C1(COC(C(CO)O)C1O)=O,'Hemiacetal Formation for 6 membered rings,15857,3
CC1(C2C(C(C(O1)O2)O)O)O,FORMS,C(C)(C1C(C(C(O1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15858,3
C1C2(C(C(C(CO2)O1)O)O)O,FORMS,C1(COC(CO)C(C1O)O)=O,'Hemiacetal Formation for 6 membered rings,15859,3
C1C2C(CC(C(O)O2)(O)O1)O,FORMS,C(C1(CC(C(CO1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15860,3
C1C2C(CC(C(O)O2)(O)O1)O,FORMS,C1(C(O)OC(CO)C(C1)O)=O,'Hemiacetal Formation for 6 membered rings,15861,3
C1C2(CC(C(C(O2)O1)O)O)O,FORMS,C1(COC(C(C(C1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15862,3
C(C1(CC(C(CO1)O)O)O)(O)=O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Hemiacetal Formation for 6 membered rings,15863,3
C1(C(C(CC(CO)(O)O1)O)O)=O,FORMS,C(C(C(CC(CO)=O)O)O)(O)=O,'Hemiacetal Formation for 6 membered rings,15864,3
C1(C(C(C(C(C)(O)O1)O)O)O)=O,FORMS,C(C(C(C(C(C)=O)O)O)O)(O)=O,'Hemiacetal Formation for 6 membered rings,15865,3
C(C1C(C(CC(O1)O)O)O)(O)=O,FORMS,C(CC(C(C(C(O)=O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15866,3
C(C1C(C(CC(O)O1)O)O)O,FORMS,C(CC(C(C(CO)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15867,3
CC1(C(C(C(CO1)O)O)O)O,FORMS,C(C)(C(C(C(CO)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15868,3
C1C(C(CC(CO)(O)O1)O)O,FORMS,C(CO)(CC(C(CO)O)O)=O,'Hemiacetal Formation for 6 membered rings,15869,3
C(C1(C(CC(CO1)O)O)O)=O,FORMS,C(C(C(CC(CO)O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15870,3
C(C1C(CC(C(O1)O)O)O)=O,FORMS,C(C(C(CC(C=O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15871,3
C(C1CC(C(C(O1)O)O)O)=O,FORMS,C(C(C(CC(C=O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15872,3
C1(C(C)OC(C(C1O)O)O)=O,FORMS,C(C(C(C=O)O)O)(C(C)O)=O,'Hemiacetal Formation for 6 membered rings,15873,3
C1(C2C(CC(CO)(O2)O1)O)O,FORMS,C(C1C(CC(CO)(O1)O)O)=O,'Hemiacetal Formation for 6 membered rings,15874,3
CC12C(C(C(C(O)O1)O2)O)O,FORMS,C(C1C(C(C(C)(O1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15875,3
C1(CC(O)OC(CO)C1(CO)O)=O,FORMS,C(CC(C(CO)(C(CO)O)O)=O)=O,'Hemiacetal Formation for 6 membered rings,15876,3
C1(CC(CO)OC(C1(CO)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)(CO)O)=O,'Hemiacetal Formation for 6 membered rings,15877,3
C1(CC(C(OC1(CO)CO)O)O)=O,FORMS,C(CC(C=O)O)(C(CO)(CO)O)=O,'Hemiacetal Formation for 6 membered rings,15878,3
C(C1(CO)C(C(CC(O1)O)O)O)=O,FORMS,C(C(CO)(C(C(CC=O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15879,3
C(C1C2C(CC(O)(O1)O2)O)O,FORMS,C1(CC(C(C(CO)O)O1)O)=O,'Hemiacetal Formation for 6 membered rings,15880,3
C(C1C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO)O)O1)O)O)=O,'Hemiacetal Formation for 6 membered rings,15881,3
C(C1C(CC(C(O)(O)O1)O)O)O,FORMS,C(C(CC(C(CO)O)O)O)(O)=O,'Hemiacetal Formation for 6 membered rings,15882,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,C1(CC(C(C(CO1)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15883,3
C(C1C(C(CC(O1)(O)O)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Hemiacetal Formation for 6 membered rings,15884,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO1)O)O)O)O)=O,'Hemiacetal Formation for 6 membered rings,15885,3
C1(C(O)OCC(C(C1CO)O)O)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hemiacetal Formation for 7 membered rings,15886,3
C1(C(C(COC(C1CO)O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)=O)CO)=O,'Hemiacetal Formation for 7 membered rings,15887,3
C1(C(C(O)OCC(C1CO)O)O)=O,FORMS,C(C(C(C(CO)C(CO)O)=O)O)=O,'Hemiacetal Formation for 7 membered rings,15888,3
C1(C(COC(C(C1CO)O)O)O)=O,FORMS,C(C(CO)C(C=O)O)(C(CO)O)=O,'Hemiacetal Formation for 7 membered rings,15889,3
C1(C(C(C(O)OCC1CO)O)O)=O,FORMS,C(C(C(C=O)O)O)(C(CO)CO)=O,'Hemiacetal Formation for 7 membered rings,15890,3
C1(COC(C(C(C1CO)O)O)O)=O,FORMS,C(C(C(C(C(CO)=O)CO)O)O)=O,'Hemiacetal Formation for 7 membered rings,15891,3
C1(C(CO)OC(C(C(C1)O)O)O)=O,FORMS,C(C(CO)O)(CC(C(C=O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15892,3
C1(CCOC(C(C1)=O)O)=O,FORMS,C(CCO)(CC(C=O)=O)=O,'Hemiacetal Formation for 7 membered rings,15893,3
C1(COC(C(CC1)=O)O)=O,FORMS,C(CO)(CCC(C=O)=O)=O,'Hemiacetal Formation for 7 membered rings,15894,3
C1(C(CC(O)OCC1)=O)=O,FORMS,C(CC(C(CCO)=O)=O)=O,'Hemiacetal Formation for 7 membered rings,15895,3
C1(CC(OCC(C1)=O)O)=O,FORMS,C(CC(CC(CO)=O)=O)=O,'Hemiacetal Formation for 7 membered rings,15896,3
C1(C(O)OCC(C(C1O)O)O)=O,FORMS,C(C(C(C(C(CO)O)O)O)=O)=O,'Hemiacetal Formation for 7 membered rings,15897,3
C1(C(O)(O)OCC(C(C1)O)O)=O,FORMS,C(C(CC(C(CO)O)O)=O)(O)=O,'Hemiacetal Formation for 7 membered rings,15898,3
C1(C(C(COC(C1)(O)O)O)O)=O,FORMS,C(CC(C(C(CO)O)O)=O)(O)=O,'Hemiacetal Formation for 7 membered rings,15899,3
C1(C(C(O)(O)OCC(C1)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)O)(O)=O,'Hemiacetal Formation for 7 membered rings,15900,3
C1(C(COC(C(C1)O)(O)O)O)=O,FORMS,C(CC(C(O)=O)O)(C(CO)O)=O,'Hemiacetal Formation for 7 membered rings,15901,3
C1(C(C(C(O)(O)OCC1)O)O)=O,FORMS,C(C(C(C(O)=O)O)O)(CCO)=O,'Hemiacetal Formation for 7 membered rings,15902,3
C1(COC(C(C(C1)O)O)(O)O)=O,FORMS,C(C(C(CC(CO)=O)O)O)(O)=O,'Hemiacetal Formation for 7 membered rings,15903,3
C1(C(CC(O)OCC1O)O)=O,FORMS,C(CC(C(C(CO)O)=O)O)=O,'Hemiacetal Formation for 7 membered rings,15904,3
C1(C(O)OCC(CC1O)O)=O,FORMS,C(C(C(CC(CO)O)O)=O)=O,'Hemiacetal Formation for 7 membered rings,15905,3
C1(COC(C(CC1O)O)O)=O,FORMS,C(C(CC(C(CO)=O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15906,3
C1(C(CCOC(C1O)O)O)=O,FORMS,C(C(C(C(CCO)O)=O)O)=O,'Hemiacetal Formation for 7 membered rings,15907,3
C1C2C(CC(C(O)O1)(O)O2)O,FORMS,C(C1(CC(C(CO)O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15908,3
C1C2(CC(C(C(O)O1)O2)O)O,FORMS,C(C1C(CC(CO)(O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15909,3
C1(COC(CC(C1O)O)O)=O,FORMS,C(CC(C(C(CO)=O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15910,3
C12C(C(C(CC(O)O1)O2)O)O,FORMS,C(CC1C(C(C(O)O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15911,3
C1(C(C(C(CC(O)O1)O)O)O)=O,FORMS,C(CC(C(C(C(O)=O)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15912,3
C1C(C(C(CC(O)O1)O)O)O,FORMS,C(CC(C(C(CO)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15913,3
C12CC(C(C(C(O)O1)O)O2)O,FORMS,C(C(C1C(CC(O)O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15914,3
C12CC(C(C(C(O)O1)O2)O)O,FORMS,C(C1C(C(CC(O1)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15915,3
C1CC(C(C(C(O)O1)O)O)O,FORMS,C(C(C(C(CCO)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15916,3
C1(CC(C(C(C(O)O1)O)O)O)=O,FORMS,C(CC(C(C(C=O)O)O)O)(O)=O,'Hemiacetal Formation for 7 membered rings,15917,3
C1(CC(O)OCC(C1(CO)O)O)=O,FORMS,C(CC(C(CO)(C(CO)O)O)=O)=O,'Hemiacetal Formation for 7 membered rings,15918,3
C1(CC(COC(C1(CO)O)O)O)=O,FORMS,C(C(C(CC(CO)O)=O)(CO)O)=O,'Hemiacetal Formation for 7 membered rings,15919,3
C1(CC(C(O)OCC1(CO)O)O)=O,FORMS,C(CC(C=O)O)(C(CO)(CO)O)=O,'Hemiacetal Formation for 7 membered rings,15920,3
C1(CCOC(C(C1(CO)O)O)O)=O,FORMS,C(C(CO)(C(C=O)O)O)(CCO)=O,'Hemiacetal Formation for 7 membered rings,15921,3
C1C(C2C(CC(O)(O2)O1)O)O,FORMS,C1(CC(C(C(CO)O)O1)O)=O,'Hemiacetal Formation for 7 membered rings,15922,3
C1C2C(C(CC(O)(O2)O1)O)O,FORMS,C1(CC(C(C(CO)O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15923,3
C1C(C(CC(C(O)(O)O1)O)O)O,FORMS,C(C(CC(C(CO)O)O)O)(O)=O,'Hemiacetal Formation for 7 membered rings,15924,3
C1C(C2C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO)O)O1)O)O)=O,'Hemiacetal Formation for 7 membered rings,15925,3
C1C2C(C(C(C(O)(O2)O1)O)O)O,FORMS,C1(C(C(C(C(CO)O1)O)O)O)=O,'Hemiacetal Formation for 7 membered rings,15926,3
O,FORMS,C1(C(C(C(C1CO)O)O)O)=O,'Hydration of C(=O)C',15927,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,C1(C(C(C(C1CO)O)O)O)=O,'Hydration of C(=O)C',15927,3
O,FORMS,C1(C(C(C(CO)C1O)O)O)=O,'Hydration of C(=O)C',15928,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,C1(C(C(C(CO)C1O)O)O)=O,'Hydration of C(=O)C',15928,3
O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15929,3
C1(C(CO)C(C(C1)=O)O)=O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15929,3
O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15930,3
C1(CCC(C(C1O)O)=O)=O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15930,3
O,FORMS,C(C1(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15931,3
C(C1(CCC(C1O)=O)O)=O,FORMS,C(C1(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15931,3
O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15932,3
C1(CC(C(CC1O)=O)O)=O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15932,3
O,FORMS,C(C1(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15933,3
C(C1(CC(C(C1)=O)O)O)=O,FORMS,C(C1(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15933,3
O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15934,3
C(C1C(CC(C1O)=O)O)=O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15934,3
O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15935,3
C(C1C(CC(C1O)=O)O)=O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15935,3
O,FORMS,C1(C(C(C(C1CO)O)O)O)=O,'Hydration of C(=O)C',15936,3
C1(C(CC(C1CO)O)=O)=O,FORMS,C1(C(C(C(C1CO)O)O)O)=O,'Hydration of C(=O)C',15936,3
O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15937,3
C1(C(CC(C1CO)O)=O)=O,FORMS,C1(C(C(C(C1)O)(CO)O)O)=O,'Hydration of C(=O)C',15937,3
O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15938,3
C1(CC(C(C(C1)=O)O)O)=O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15938,3
O,FORMS,C1(C(C(CC(C1O)O)O)O)=O,'Hydration of C(=O)C',15939,3
C1(CC(C(C(C1)=O)O)O)=O,FORMS,C1(C(C(CC(C1O)O)O)O)=O,'Hydration of C(=O)C',15939,3
O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15940,3
C1(CC(CC(C1O)=O)O)=O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15940,3
O,FORMS,C1(C(CC(C1(CO)O)O)O)=O,'Hydration of C(=O)C',15941,3
C(C1C(C(CC1O)O)=O)=O,FORMS,C1(C(CC(C1(CO)O)O)O)=O,'Hydration of C(=O)C',15941,3
O,FORMS,C(C1(C(C(CC1O)O)O)O)=O,'Hydration of C(=O)C',15942,3
C(C1C(C(CC1O)O)=O)=O,FORMS,C(C1(C(C(CC1O)O)O)O)=O,'Hydration of C(=O)C',15942,3
O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15943,3
C(C1C(C(C(C1)=O)O)O)=O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15943,3
O,FORMS,C1(C(C(C(CO)(C1)O)O)O)=O,'Hydration of C(=O)C',15944,3
C(C1C(C(C(C1)=O)O)O)=O,FORMS,C1(C(C(C(CO)(C1)O)O)O)=O,'Hydration of C(=O)C',15944,3
O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15945,3
C1(C(CC(C(C1)O)O)=O)=O,FORMS,C1(C(C(C(C(C1)O)O)O)O)=O,'Hydration of C(=O)C',15945,3
O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15946,3
C(C1C(CC(C1O)O)=O)=O,FORMS,C(C1C(C(C(C1O)O)O)O)=O,'Hydration of C(=O)C',15946,3
O,FORMS,C(C1(C(C(CC1O)O)O)O)=O,'Hydration of C(=O)C',15947,3
C(C1C(CC(C1O)O)=O)=O,FORMS,C(C1(C(C(CC1O)O)O)O)=O,'Hydration of C(=O)C',15947,3
O,FORMS,C1(CC(C(C1(CO)O)O)O)=O,'Hydration of C(=O)C',15948,3
C(C1C(CC(C1O)O)=O)=O,FORMS,C1(CC(C(C1(CO)O)O)O)=O,'Hydration of C(=O)C',15948,3
O,FORMS,C(C1(C(C(C(C1O)O)O)O)O)O,'Hydration of C(=O)C',15949,3
C1(C(C(C(C1)O)(CO)O)O)=O,FORMS,C(C1(C(C(C(C1O)O)O)O)O)O,'Hydration of C(=O)C',15949,3
O,FORMS,C(C1(C(C(C(C1O)O)O)O)O)O,'Hydration of C(=O)C',15950,3
C1(C(C(C(CO)(C1)O)O)O)=O,FORMS,C(C1(C(C(C(C1O)O)O)O)O)O,'Hydration of C(=O)C',15950,3
O,FORMS,C1(C(C(C(C(C=1)O)O)O)O)O,'Hydration of C(=O)C',15952,3
C1C(C(C(C(C=1)=O)O)O)O,FORMS,C1(C(C(C(C(C=1)O)O)O)O)O,'Hydration of C(=O)C',15952,3
O,FORMS,C1(C(C(C(C1O)O)O)O)O,'Hydration of C(=O)C',15954,3
C1(C(C(C(C1)O)O)O)=O,FORMS,C1(C(C(C(C1O)O)O)O)O,'Hydration of C(=O)C',15954,3
O,FORMS,C(C(CO)(C(C=O)O)O)(CCO)=O,'Hydration of C(=O)C',15955,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,C(C(CO)(C(C=O)O)O)(CCO)=O,'Hydration of C(=O)C',15955,3
O,FORMS,C(C(C(CO)(C(CCO)O)O)=O)=O,'Hydration of C(=O)C',15957,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,C(C(C(CO)(C(CCO)O)O)=O)=O,'Hydration of C(=O)C',15957,3
O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15958,3
C(CCO)(C(C(C=O)=O)CO)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15958,3
O,FORMS,C(C(C(C=O)O)O)(C(CO)CO)=O,'Hydration of C(=O)C',15959,3
C(C(CO)CO)(CC(C=O)=O)=O,FORMS,C(C(C(C=O)O)O)(C(CO)CO)=O,'Hydration of C(=O)C',15959,3
O,FORMS,C(C(C(C(C(CO)CO)O)O)=O)=O,'Hydration of C(=O)C',15961,3
C(C(CO)CO)(CC(C=O)=O)=O,FORMS,C(C(C(C(C(CO)CO)O)O)=O)=O,'Hydration of C(=O)C',15961,3
O,FORMS,C(C(CC(C(CO)(CO)O)O)=O)=O,'Hydration of C(=O)C',15962,3
C(C(CO)CO)(CC(C=O)=O)=O,FORMS,C(C(CC(C(CO)(CO)O)O)=O)=O,'Hydration of C(=O)C',15962,3
O,FORMS,C(C(C(CO)(CC(CO)=O)O)O)=O,'Hydration of C(=O)C',15963,3
C(CC(C(C=O)=O)CO)(CO)=O,FORMS,C(C(C(CO)(CC(CO)=O)O)O)=O,'Hydration of C(=O)C',15963,3
O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15964,3
C(CC(C(C=O)=O)CO)(CO)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15964,3
O,FORMS,C(C(C(C(C(CO)=O)CO)O)O)=O,'Hydration of C(=O)C',15965,3
C(CO)(C(CO)CC(C=O)=O)=O,FORMS,C(C(C(C(C(CO)=O)CO)O)O)=O,'Hydration of C(=O)C',15965,3
O,FORMS,C(C(CC(CO)(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15966,3
C(CO)(C(CO)CC(C=O)=O)=O,FORMS,C(C(CC(CO)(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15966,3
O,FORMS,C(C(CO)O)(CC(C(C=O)O)O)=O,'Hydration of C(=O)C',15967,3
C(CCC(C=O)=O)(C(CO)O)=O,FORMS,C(C(CO)O)(CC(C(C=O)O)O)=O,'Hydration of C(=O)C',15967,3
O,FORMS,C(C(CC(C(C(CO)O)O)O)=O)=O,'Hydration of C(=O)C',15968,3
C(CCC(C=O)=O)(C(CO)O)=O,FORMS,C(C(CC(C(C(CO)O)O)O)=O)=O,'Hydration of C(=O)C',15968,3
O,FORMS,C(C(C(CO)(C(C(C)=O)O)O)O)=O,'Hydration of C(=O)C',15969,3
C(C(C(C(C=O)=O)CO)O)(C)=O,FORMS,C(C(C(CO)(C(C(C)=O)O)O)O)=O,'Hydration of C(=O)C',15969,3
O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15970,3
C(C(C(C(C=O)=O)CO)O)(C)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15970,3
O,FORMS,C(C(C(C(C=O)O)O)O)(CCO)=O,'Hydration of C(=O)C',15971,3
C(C(CC(C=O)=O)O)(CCO)=O,FORMS,C(C(C(C(C=O)O)O)O)(CCO)=O,'Hydration of C(=O)C',15971,3
O,FORMS,C(C(CC(C(C(CO)O)O)O)=O)=O,'Hydration of C(=O)C',15972,3
C(C(CC(C=O)=O)O)(CCO)=O,FORMS,C(C(CC(C(C(CO)O)O)O)=O)=O,'Hydration of C(=O)C',15972,3
O,FORMS,C(CC(C(CO)(C(C=O)O)O)O)=O,'Hydration of C(=O)C',15973,3
C(CC(C(C(C=O)=O)CO)O)=O,FORMS,C(CC(C(CO)(C(C=O)O)O)O)=O,'Hydration of C(=O)C',15973,3
O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15974,3
C(CC(C(C(C=O)=O)CO)O)=O,FORMS,C(C(C(CO)C(C(CO)O)O)=O)=O,'Hydration of C(=O)C',15974,3
O,FORMS,C(C(CO)C(C(C(C=O)O)O)O)=O,'Hydration of C(=O)C',15975,3
C(C(CO)C(CC(C=O)=O)O)=O,FORMS,C(C(CO)C(C(C(C=O)O)O)O)=O,'Hydration of C(=O)C',15975,3
